names,values,assay_name
LCFA_ECOLI,106977,C1-S2-B1.1-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",123692,C1-S2-B1.1-R1
Fatty acyl-CoA reductase,396,C1-S2-B1.1-R1
A1U2T0,0,C1-S2-B1.1-R1
A1U3L3,158408,C1-S2-B1.1-R1
AHR_ECOLI,470,C1-S2-B1.1-R2
LCFA_ECOLI,110415,C1-S2-B1.1-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",161836,C1-S2-B1.1-R2
Fatty acyl-CoA reductase,0,C1-S2-B1.1-R2
A1U2T0,1744,C1-S2-B1.1-R2
A1U3L3,155221,C1-S2-B1.1-R2
AHR_ECOLI,0,C1-S2-B1.3-R1
LCFA_ECOLI,97136,C1-S2-B1.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",139410,C1-S2-B1.3-R1
Fatty acyl-CoA reductase,0,C1-S2-B1.3-R1
A1U2T0,0,C1-S2-B1.3-R1
A1U3L3,119671,C1-S2-B1.3-R1
AHR_ECOLI,576,C1-S2-B1.3-R2
LCFA_ECOLI,107045,C1-S2-B1.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",147915,C1-S2-B1.3-R2
Fatty acyl-CoA reductase,0,C1-S2-B1.3-R2
A1U2T0,0,C1-S2-B1.3-R2
A1U3L3,135795,C1-S2-B1.3-R2
AHR_ECOLI,773,C1-S2-B1.3-R3
LCFA_ECOLI,144772,C1-S2-B1.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",153000,C1-S2-B1.3-R3
Fatty acyl-CoA reductase,0,C1-S2-B1.3-R3
A1U2T0,588,C1-S2-B1.3-R3
A1U3L3,188926,C1-S2-B1.3-R3
AHR_ECOLI,146386,C1-S21-B1.3-R1
LCFA_ECOLI,203935,C1-S21-B1.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",236836,C1-S21-B1.3-R1
Fatty acyl-CoA reductase,13405,C1-S21-B1.3-R1
A1U2T0,1655,C1-S21-B1.3-R1
A1U3L3,0,C1-S21-B1.3-R1
AHR_ECOLI,145548,C1-S21-B1.3-R2
LCFA_ECOLI,201775,C1-S21-B1.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",262033,C1-S21-B1.3-R2
Fatty acyl-CoA reductase,14472,C1-S21-B1.3-R2
A1U2T0,0,C1-S21-B1.3-R2
A1U3L3,0,C1-S21-B1.3-R2
AHR_ECOLI,153728,C1-S21-B1.3-R3
LCFA_ECOLI,208120,C1-S21-B1.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",255132,C1-S21-B1.3-R3
Fatty acyl-CoA reductase,15854,C1-S21-B1.3-R3
A1U2T0,942,C1-S21-B1.3-R3
A1U3L3,2348,C1-S21-B1.3-R3
AHR_ECOLI,184852,C1-S22-B1.1-R1
LCFA_ECOLI,608802,C1-S22-B1.1-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",300131,C1-S22-B1.1-R1
Fatty acyl-CoA reductase,44506,C1-S22-B1.1-R1
A1U2T0,2045,C1-S22-B1.1-R1
A1U3L3,0,C1-S22-B1.1-R1
AHR_ECOLI,170458,C1-S22-B1.1-R2
LCFA_ECOLI,586476,C1-S22-B1.1-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",291542,C1-S22-B1.1-R2
Fatty acyl-CoA reductase,37032,C1-S22-B1.1-R2
A1U2T0,2344,C1-S22-B1.1-R2
A1U3L3,0,C1-S22-B1.1-R2
AHR_ECOLI,169309,C1-S23-B1.3-R1
LCFA_ECOLI,405930,C1-S23-B1.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",230019,C1-S23-B1.3-R1
Fatty acyl-CoA reductase,35029,C1-S23-B1.3-R1
A1U2T0,0,C1-S23-B1.3-R1
A1U3L3,0,C1-S23-B1.3-R1
AHR_ECOLI,168464,C1-S23-B1.3-R2
LCFA_ECOLI,431874,C1-S23-B1.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",230643,C1-S23-B1.3-R2
Fatty acyl-CoA reductase,38909,C1-S23-B1.3-R2
A1U2T0,1876,C1-S23-B1.3-R2
A1U3L3,0,C1-S23-B1.3-R2
AHR_ECOLI,156819,C1-S23-B1.3-R3
LCFA_ECOLI,420505,C1-S23-B1.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",229566,C1-S23-B1.3-R3
Fatty acyl-CoA reductase,35462,C1-S23-B1.3-R3
A1U2T0,1938,C1-S23-B1.3-R3
A1U3L3,0,C1-S23-B1.3-R3
AHR_ECOLI,199457,C1-S24-B1.3-R1
LCFA_ECOLI,836569,C1-S24-B1.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",264403,C1-S24-B1.3-R1
Fatty acyl-CoA reductase,49490,C1-S24-B1.3-R1
A1U2T0,0,C1-S24-B1.3-R1
A1U3L3,0,C1-S24-B1.3-R1
AHR_ECOLI,200666,C1-S24-B1.3-R2
LCFA_ECOLI,911111,C1-S24-B1.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",267447,C1-S24-B1.3-R2
Fatty acyl-CoA reductase,57310,C1-S24-B1.3-R2
A1U2T0,617,C1-S24-B1.3-R2
A1U3L3,2745,C1-S24-B1.3-R2
AHR_ECOLI,207706,C1-S24-B1.3-R3
LCFA_ECOLI,888582,C1-S24-B1.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",280447,C1-S24-B1.3-R3
Fatty acyl-CoA reductase,58137,C1-S24-B1.3-R3
A1U2T0,3946,C1-S24-B1.3-R3
A1U3L3,3365,C1-S24-B1.3-R3
AHR_ECOLI,101260,C1-S25-B1.2-R1
LCFA_ECOLI,160436,C1-S25-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",81224,C1-S25-B1.2-R1
Fatty acyl-CoA reductase,8806,C1-S25-B1.2-R1
A1U2T0,0,C1-S25-B1.2-R1
A1U3L3,0,C1-S25-B1.2-R1
AHR_ECOLI,109298,C1-S25-B1.2-R2
LCFA_ECOLI,161468,C1-S25-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",90435,C1-S25-B1.2-R2
Fatty acyl-CoA reductase,10664,C1-S25-B1.2-R2
A1U2T0,0,C1-S25-B1.2-R2
A1U3L3,0,C1-S25-B1.2-R2
AHR_ECOLI,101216,C1-S25-B1.2-R3
LCFA_ECOLI,160094,C1-S25-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",90090,C1-S25-B1.2-R3
Fatty acyl-CoA reductase,9914,C1-S25-B1.2-R3
A1U2T0,2224,C1-S25-B1.2-R3
A1U3L3,0,C1-S25-B1.2-R3
AHR_ECOLI,109625,C1-S26-B1.2-R1
LCFA_ECOLI,393379,C1-S26-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",97422,C1-S26-B1.2-R1
Fatty acyl-CoA reductase,16566,C1-S26-B1.2-R1
A1U2T0,9672,C1-S26-B1.2-R1
A1U3L3,0,C1-S26-B1.2-R1
AHR_ECOLI,110714,C1-S26-B1.2-R2
LCFA_ECOLI,411022,C1-S26-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",93899,C1-S26-B1.2-R2
Fatty acyl-CoA reductase,17555,C1-S26-B1.2-R2
A1U2T0,7043,C1-S26-B1.2-R2
A1U3L3,0,C1-S26-B1.2-R2
AHR_ECOLI,100193,C1-S26-B1.2-R3
LCFA_ECOLI,411484,C1-S26-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",92513,C1-S26-B1.2-R3
Fatty acyl-CoA reductase,13988,C1-S26-B1.2-R3
A1U2T0,0,C1-S26-B1.2-R3
A1U3L3,0,C1-S26-B1.2-R3
AHR_ECOLI,152484,C1-S27-B1.2-R1
LCFA_ECOLI,874810,C1-S27-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",118379,C1-S27-B1.2-R1
Fatty acyl-CoA reductase,29147,C1-S27-B1.2-R1
A1U2T0,7317,C1-S27-B1.2-R1
A1U3L3,0,C1-S27-B1.2-R1
AHR_ECOLI,146233,C1-S27-B1.2-R2
LCFA_ECOLI,937369,C1-S27-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",116824,C1-S27-B1.2-R2
Fatty acyl-CoA reductase,27812,C1-S27-B1.2-R2
A1U2T0,0,C1-S27-B1.2-R2
A1U3L3,805,C1-S27-B1.2-R2
AHR_ECOLI,157666,C1-S27-B1.2-R3
LCFA_ECOLI,1051744,C1-S27-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",125219,C1-S27-B1.2-R3
Fatty acyl-CoA reductase,31060,C1-S27-B1.2-R3
A1U2T0,804,C1-S27-B1.2-R3
A1U3L3,0,C1-S27-B1.2-R3
AHR_ECOLI,103947,C1-S28-B1.2-R1
LCFA_ECOLI,140030,C1-S28-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",86256,C1-S28-B1.2-R1
Fatty acyl-CoA reductase,16367,C1-S28-B1.2-R1
A1U2T0,3320,C1-S28-B1.2-R1
A1U3L3,0,C1-S28-B1.2-R1
AHR_ECOLI,91972,C1-S28-B1.2-R2
LCFA_ECOLI,114532,C1-S28-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",81770,C1-S28-B1.2-R2
Fatty acyl-CoA reductase,14153,C1-S28-B1.2-R2
A1U2T0,0,C1-S28-B1.2-R2
A1U3L3,0,C1-S28-B1.2-R2
AHR_ECOLI,101638,C1-S28-B1.2-R3
LCFA_ECOLI,148197,C1-S28-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",86045,C1-S28-B1.2-R3
Fatty acyl-CoA reductase,18380,C1-S28-B1.2-R3
A1U2T0,3074,C1-S28-B1.2-R3
A1U3L3,0,C1-S28-B1.2-R3
AHR_ECOLI,128554,C1-S29-B1.2-R1
LCFA_ECOLI,330087,C1-S29-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",97741,C1-S29-B1.2-R1
Fatty acyl-CoA reductase,29795,C1-S29-B1.2-R1
A1U2T0,833,C1-S29-B1.2-R1
A1U3L3,0,C1-S29-B1.2-R1
AHR_ECOLI,130910,C1-S29-B1.2-R2
LCFA_ECOLI,340855,C1-S29-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",98703,C1-S29-B1.2-R2
Fatty acyl-CoA reductase,29473,C1-S29-B1.2-R2
A1U2T0,5716,C1-S29-B1.2-R2
A1U3L3,0,C1-S29-B1.2-R2
AHR_ECOLI,128301,C1-S29-B1.2-R3
LCFA_ECOLI,327600,C1-S29-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",100982,C1-S29-B1.2-R3
Fatty acyl-CoA reductase,25177,C1-S29-B1.2-R3
A1U2T0,812,C1-S29-B1.2-R3
A1U3L3,0,C1-S29-B1.2-R3
AHR_ECOLI,1344,C1-S3-B1.3-R1
LCFA_ECOLI,355038,C1-S3-B1.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",125322,C1-S3-B1.3-R1
Fatty acyl-CoA reductase,0,C1-S3-B1.3-R1
A1U2T0,2892,C1-S3-B1.3-R1
A1U3L3,138378,C1-S3-B1.3-R1
AHR_ECOLI,2361,C1-S3-B1.3-R2
LCFA_ECOLI,369437,C1-S3-B1.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",131057,C1-S3-B1.3-R2
Fatty acyl-CoA reductase,0,C1-S3-B1.3-R2
A1U2T0,0,C1-S3-B1.3-R2
A1U3L3,135131,C1-S3-B1.3-R2
AHR_ECOLI,1275,C1-S3-B1.3-R3
LCFA_ECOLI,337160,C1-S3-B1.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",125472,C1-S3-B1.3-R3
Fatty acyl-CoA reductase,242,C1-S3-B1.3-R3
A1U2T0,0,C1-S3-B1.3-R3
A1U3L3,120677,C1-S3-B1.3-R3
AHR_ECOLI,158967,C1-S30-B1.2-R1
LCFA_ECOLI,926442,C1-S30-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",129051,C1-S30-B1.2-R1
Fatty acyl-CoA reductase,40708,C1-S30-B1.2-R1
A1U2T0,0,C1-S30-B1.2-R1
A1U3L3,0,C1-S30-B1.2-R1
AHR_ECOLI,156625,C1-S30-B1.2-R2
LCFA_ECOLI,978076,C1-S30-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",127434,C1-S30-B1.2-R2
Fatty acyl-CoA reductase,43504,C1-S30-B1.2-R2
A1U2T0,2877,C1-S30-B1.2-R2
A1U3L3,0,C1-S30-B1.2-R2
AHR_ECOLI,166579,C1-S30-B1.2-R3
LCFA_ECOLI,1009182,C1-S30-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",128552,C1-S30-B1.2-R3
Fatty acyl-CoA reductase,43431,C1-S30-B1.2-R3
A1U2T0,7486,C1-S30-B1.2-R3
A1U3L3,0,C1-S30-B1.2-R3
AHR_ECOLI,0,C1-S31-B1.2-R1
LCFA_ECOLI,93821,C1-S31-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",188519,C1-S31-B1.2-R1
Fatty acyl-CoA reductase,0,C1-S31-B1.2-R1
A1U2T0,2850,C1-S31-B1.2-R1
A1U3L3,0,C1-S31-B1.2-R1
AHR_ECOLI,0,C1-S31-B1.2-R2
LCFA_ECOLI,96694,C1-S31-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",180955,C1-S31-B1.2-R2
Fatty acyl-CoA reductase,0,C1-S31-B1.2-R2
A1U2T0,3875,C1-S31-B1.2-R2
A1U3L3,0,C1-S31-B1.2-R2
AHR_ECOLI,427,C1-S31-B1.2-R3
LCFA_ECOLI,96589,C1-S31-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",184261,C1-S31-B1.2-R3
Fatty acyl-CoA reductase,1200,C1-S31-B1.2-R3
A1U2T0,1455,C1-S31-B1.2-R3
A1U3L3,0,C1-S31-B1.2-R3
AHR_ECOLI,1235,C1-S32-B1.2-R1
LCFA_ECOLI,223440,C1-S32-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",163592,C1-S32-B1.2-R1
Fatty acyl-CoA reductase,0,C1-S32-B1.2-R1
A1U2T0,353284,C1-S32-B1.2-R1
A1U3L3,0,C1-S32-B1.2-R1
AHR_ECOLI,644,C1-S32-B1.2-R2
LCFA_ECOLI,212751,C1-S32-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",163693,C1-S32-B1.2-R2
Fatty acyl-CoA reductase,542,C1-S32-B1.2-R2
A1U2T0,353541,C1-S32-B1.2-R2
A1U3L3,0,C1-S32-B1.2-R2
AHR_ECOLI,747,C1-S32-B1.2-R3
LCFA_ECOLI,217714,C1-S32-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",157030,C1-S32-B1.2-R3
Fatty acyl-CoA reductase,0,C1-S32-B1.2-R3
A1U2T0,369664,C1-S32-B1.2-R3
A1U3L3,0,C1-S32-B1.2-R3
AHR_ECOLI,5013,C1-S32-B2.3-R1
LCFA_ECOLI,411963,C1-S32-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",226535,C1-S32-B2.3-R1
Fatty acyl-CoA reductase,2473,C1-S32-B2.3-R1
A1U2T0,411909,C1-S32-B2.3-R1
A1U3L3,5047,C1-S32-B2.3-R1
AHR_ECOLI,4111,C1-S32-B2.3-R2
LCFA_ECOLI,411337,C1-S32-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",234689,C1-S32-B2.3-R2
Fatty acyl-CoA reductase,0,C1-S32-B2.3-R2
A1U2T0,417881,C1-S32-B2.3-R2
A1U3L3,2030,C1-S32-B2.3-R2
AHR_ECOLI,4796,C1-S32-B2.3-R3
LCFA_ECOLI,421784,C1-S32-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",236430,C1-S32-B2.3-R3
Fatty acyl-CoA reductase,0,C1-S32-B2.3-R3
A1U2T0,417006,C1-S32-B2.3-R3
A1U3L3,468,C1-S32-B2.3-R3
AHR_ECOLI,4231,C1-S32-B2.4-R1-delPoxB
LCFA_ECOLI,503571,C1-S32-B2.4-R1-delPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",259008,C1-S32-B2.4-R1-delPoxB
Fatty acyl-CoA reductase,955,C1-S32-B2.4-R1-delPoxB
A1U2T0,268295,C1-S32-B2.4-R1-delPoxB
A1U3L3,0,C1-S32-B2.4-R1-delPoxB
AHR_ECOLI,3382,C1-S32-B2.4-R1-delPta
LCFA_ECOLI,401072,C1-S32-B2.4-R1-delPta
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",213722,C1-S32-B2.4-R1-delPta
Fatty acyl-CoA reductase,1510,C1-S32-B2.4-R1-delPta
A1U2T0,237227,C1-S32-B2.4-R1-delPta
A1U3L3,0,C1-S32-B2.4-R1-delPta
AHR_ECOLI,7130,C1-S32-B2.4-R1-delPtaelPoxB
LCFA_ECOLI,106205,C1-S32-B2.4-R1-delPtaelPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",71956,C1-S32-B2.4-R1-delPtaelPoxB
Fatty acyl-CoA reductase,0,C1-S32-B2.4-R1-delPtaelPoxB
A1U2T0,122034,C1-S32-B2.4-R1-delPtaelPoxB
A1U3L3,0,C1-S32-B2.4-R1-delPtaelPoxB
AHR_ECOLI,4098,C1-S32-B2.4-R2-delPoxB
LCFA_ECOLI,531396,C1-S32-B2.4-R2-delPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",267757,C1-S32-B2.4-R2-delPoxB
Fatty acyl-CoA reductase,0,C1-S32-B2.4-R2-delPoxB
A1U2T0,331456,C1-S32-B2.4-R2-delPoxB
A1U3L3,2151,C1-S32-B2.4-R2-delPoxB
AHR_ECOLI,3154,C1-S32-B2.4-R2-delPta
LCFA_ECOLI,373924,C1-S32-B2.4-R2-delPta
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",231933,C1-S32-B2.4-R2-delPta
Fatty acyl-CoA reductase,896,C1-S32-B2.4-R2-delPta
A1U2T0,268108,C1-S32-B2.4-R2-delPta
A1U3L3,2566,C1-S32-B2.4-R2-delPta
AHR_ECOLI,7568,C1-S32-B2.4-R2-delPtaelPoxB
LCFA_ECOLI,106337,C1-S32-B2.4-R2-delPtaelPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",77368,C1-S32-B2.4-R2-delPtaelPoxB
Fatty acyl-CoA reductase,1981,C1-S32-B2.4-R2-delPtaelPoxB
A1U2T0,140031,C1-S32-B2.4-R2-delPtaelPoxB
A1U3L3,3813,C1-S32-B2.4-R2-delPtaelPoxB
AHR_ECOLI,2673,C1-S32-B2.4-R3-delPoxB
LCFA_ECOLI,490153,C1-S32-B2.4-R3-delPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",240460,C1-S32-B2.4-R3-delPoxB
Fatty acyl-CoA reductase,1891,C1-S32-B2.4-R3-delPoxB
A1U2T0,256110,C1-S32-B2.4-R3-delPoxB
A1U3L3,3353,C1-S32-B2.4-R3-delPoxB
AHR_ECOLI,2865,C1-S32-B2.4-R3-delPta
LCFA_ECOLI,409379,C1-S32-B2.4-R3-delPta
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",231705,C1-S32-B2.4-R3-delPta
Fatty acyl-CoA reductase,1272,C1-S32-B2.4-R3-delPta
A1U2T0,252367,C1-S32-B2.4-R3-delPta
A1U3L3,0,C1-S32-B2.4-R3-delPta
AHR_ECOLI,6732,C1-S32-B2.4-R3-delPtaelPoxB
LCFA_ECOLI,107120,C1-S32-B2.4-R3-delPtaelPoxB
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",71803,C1-S32-B2.4-R3-delPtaelPoxB
Fatty acyl-CoA reductase,1326,C1-S32-B2.4-R3-delPtaelPoxB
A1U2T0,122361,C1-S32-B2.4-R3-delPtaelPoxB
A1U3L3,3271,C1-S32-B2.4-R3-delPtaelPoxB
AHR_ECOLI,1893,C1-S33-B1.2-R1
LCFA_ECOLI,180662,C1-S33-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",156275,C1-S33-B1.2-R1
Fatty acyl-CoA reductase,656,C1-S33-B1.2-R1
A1U2T0,255153,C1-S33-B1.2-R1
A1U3L3,0,C1-S33-B1.2-R1
AHR_ECOLI,1994,C1-S33-B1.2-R2
LCFA_ECOLI,176053,C1-S33-B1.2-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",148812,C1-S33-B1.2-R2
Fatty acyl-CoA reductase,0,C1-S33-B1.2-R2
A1U2T0,239988,C1-S33-B1.2-R2
A1U3L3,2399,C1-S33-B1.2-R2
AHR_ECOLI,1736,C1-S33-B1.2-R3
LCFA_ECOLI,176585,C1-S33-B1.2-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",158485,C1-S33-B1.2-R3
Fatty acyl-CoA reductase,656,C1-S33-B1.2-R3
A1U2T0,241808,C1-S33-B1.2-R3
A1U3L3,0,C1-S33-B1.2-R3
AHR_ECOLI,865,C1-S34-B1.2-R1
LCFA_ECOLI,66185,C1-S34-B1.2-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",168689,C1-S34-B1.2-R1
Fatty acyl-CoA reductase,583,C1-S34-B1.2-R1
A1U2T0,23320,C1-S34-B1.2-R1
A1U3L3,0,C1-S34-B1.2-R1
AHR_ECOLI,741,C1-S34-B1.2-R2
